,Date,Airline,Flight_Number,Aircraft_Model,Origin_Airport,Origin_City,Destination_Airport,Destination_City,Scheduled_Departure_Time,Actual_Departure_Time,Scheduled_Arrival_Time,Actual_Arrival_Time,Flight_Duration_Minutes,Passenger_Count,Available_Seats,Load_Factor,Passenger_Category,Departure_Delay_Minutes,Arrival_Delay_Minutes,Flight_Status,Delay_Reason,Cancellation_Reason,Ticket_Price_INR,Revenue_INR
FL00171,04-08-2024,Air India,AI 147,Boeing 787-8,AMD,Ahmedabad,HYD,Hyderabad,18:53,20:47,20:41,22:40,108,183,256,0.7148,Leisure,114,119,Delayed,Air Traffic,,4690,858270
FL02645,04-08-2024,IndiGo,6E 722,Airbus A321neo,AMD,Ahmedabad,DEL,Delhi,18:54,19:03,20:29,20:43,95,156,220,0.7091,Family,9,14,On Time,,,3740,583440
FL03835,04-08-2024,Air India Express,IX 374,Boeing 737-8,HYD,Hyderabad,GAU,Guwahati,06:05,06:14,09:02,09:10,177,162,189,0.8571,Student,9,8,On Time,,,8300,1344600
FL00557,05-08-2024,IndiGo,6E 579,Airbus A320neo,HYD,Hyderabad,DEL,Delhi,17:11,20:03,19:29,22:02,138,166,180,0.9222,Business,172,153,Delayed,Air Traffic,,7640,1268240
FL01521,05-08-2024,IndiGo,6E 565,ATR 72,CJB,Coimbatore,BLR,Bengaluru,16:09,17:30,16:57,18:20,48,58,70,0.8286,Family,81,83,Delayed,Weather,,1800,104400
FL02290,05-08-2024,IndiGo,6E 404,ATR 72,BOM,Mumbai,CJB,Coimbatore,05:51,05:54,07:44,07:47,113,39,70,0.5571,Business,3,3,On Time,,,4340,169260
FL03315,05-08-2024,IndiGo,6E 525,Airbus A320neo,BLR,Bengaluru,BOM,Mumbai,05:29,06:31,07:10,08:17,101,72,180,0.4,Family,62,67,Delayed,Technical Issue,,2830,203760
FL03339,05-08-2024,Air India Express,IX 238,Boeing 737-800,HYD,Hyderabad,CJB,Coimbatore,07:41,,09:12,,91,0,180,0,Leisure,0,0,Cancelled,,Operational Issue,2920,0
FL03011,06-08-2024,Air India,AI 511,Airbus A320,CJB,Coimbatore,BOM,Mumbai,05:23,08:13,07:20,09:46,117,126,174,0.7241,Student,170,146,Delayed,Late Arrival of Aircraft,,5420,682920
FL03555,06-08-2024,SpiceJet,SG 905,Boeing 737-800,GOI,Goa,MAA,Chennai,12:53,12:53,14:24,14:27,91,147,189,0.7778,Family,0,3,On Time,,,3430,504210
FL03590,06-08-2024,Air India,AI 729,Airbus A320,PNQ,Pune,BLR,Bengaluru,21:00,21:08,22:24,22:33,84,107,174,0.6149,Family,8,9,On Time,,,3160,338120
FL04057,06-08-2024,Air India,AI 929,Boeing 787-8,PNQ,Pune,BLR,Bengaluru,18:27,18:30,19:57,20:00,90,159,256,0.6211,Leisure,3,3,On Time,,,3330,529470
FL04867,06-08-2024,Air India,AI 472,Boeing 787-8,DEL,Delhi,BOM,Mumbai,08:47,08:47,10:54,10:54,127,145,256,0.5664,Leisure,0,0,On Time,,,4700,681500
FL00077,07-08-2024,Air India,AI 122,Airbus A320,MAA,Chennai,LKO,Lucknow,18:04,18:04,20:51,20:53,167,128,174,0.7356,Business,0,2,On Time,,,8110,1038080
FL02550,07-08-2024,IndiGo,6E 647,Airbus A320neo,DEL,Delhi,BOM,Mumbai,12:35,14:17,14:36,16:21,121,143,180,0.7944,Leisure,102,105,Delayed,Weather,,5200,743600
FL00398,08-08-2024,IndiGo,6E 449,Airbus A320neo,HYD,Hyderabad,BLR,Bengaluru,11:57,11:57,13:07,13:07,70,140,180,0.7778,Leisure,0,0,On Time,,,2430,340200
FL00823,08-08-2024,IndiGo,6E 771,Airbus A320neo,AMD,Ahmedabad,HYD,Hyderabad,21:10,21:10,22:57,22:57,107,106,180,0.5889,Leisure,0,0,On Time,,,3890,412340
FL00910,08-08-2024,SpiceJet,SG 331,Bombardier Q400,BOM,Mumbai,CCU,Kolkata,16:17,16:17,19:09,19:09,172,69,78,0.8846,Family,0,0,On Time,,,8550,589950
FL01796,08-08-2024,Air India Express,IX 603,Boeing 737-800,COK,Kochi,DEL,Delhi,14:56,17:44,18:22,21:01,206,123,180,0.6833,Senior Citizen,168,159,Delayed,Crew,,8980,1104540
FL02595,08-08-2024,Air India Express,IX 829,Boeing 737-800,COK,Kochi,CJB,Coimbatore,09:06,09:58,09:51,10:45,45,146,180,0.8111,Business,52,54,Delayed,Air Traffic,,1800,262800
FL03950,08-08-2024,Air India,AI 899,Airbus A320,BOM,Mumbai,AMD,Ahmedabad,09:45,09:51,10:55,10:55,70,128,174,0.7356,Leisure,6,0,On Time,,,2310,295680
FL04101,08-08-2024,IndiGo,6E 351,ATR 72,HYD,Hyderabad,BOM,Mumbai,13:22,13:29,14:46,14:53,84,49,70,0.7,Student,7,7,On Time,,,2810,137690
FL04174,08-08-2024,Air India,AI 986,Boeing 787-8,BOM,Mumbai,AMD,Ahmedabad,15:07,18:05,16:21,19:40,74,190,256,0.7422,Family,178,199,Delayed,Weather,,2300,437000
FL00319,09-08-2024,SpiceJet,SG 195,Boeing 737-800,MAA,Chennai,DEL,Delhi,20:25,20:29,23:40,23:46,195,179,189,0.9471,Leisure,4,6,On Time,,,10240,1832960
FL00669,09-08-2024,IndiGo,6E 653,Airbus A320neo,PNQ,Pune,MAA,Chennai,13:25,13:27,15:07,15:13,102,167,180,0.9278,Business,2,6,On Time,,,5680,948560
FL00931,09-08-2024,IndiGo,6E 853,Airbus A321neo,CJB,Coimbatore,AMD,Ahmedabad,15:47,18:07,18:23,20:48,156,161,220,0.7318,Family,140,145,Delayed,Crew,,6970,1122170
FL01589,09-08-2024,IndiGo,6E 612,Airbus A321neo,LKO,Lucknow,DEL,Delhi,16:44,18:26,17:50,19:39,66,119,220,0.5409,Family,102,109,Delayed,Technical Issue,,1880,223720
FL02241,09-08-2024,Air India Express,IX 730,Boeing 737-8,COK,Kochi,BLR,Bengaluru,11:12,11:12,12:10,12:10,58,122,189,0.6455,Family,0,0,On Time,,,1800,219600
FL03673,09-08-2024,IndiGo,6E 849,Airbus A321neo,CJB,Coimbatore,COK,Kochi,19:31,19:33,20:16,20:18,45,170,220,0.7727,Business,2,2,On Time,,,1800,306000
FL04439,09-08-2024,IndiGo,6E 623,ATR 72,CCU,Kolkata,BLR,Bengaluru,06:42,06:51,09:35,09:49,173,54,70,0.7714,Leisure,9,14,On Time,,,7600,410400
FL04706,09-08-2024,IndiGo,6E 821,Airbus A320neo,BOM,Mumbai,MAA,Chennai,12:50,12:56,14:49,14:53,119,155,180,0.8611,Business,6,4,On Time,,,6150,953250
FL02408,10-08-2024,IndiGo,6E 516,ATR 72,COK,Kochi,BLR,Bengaluru,10:12,12:03,11:07,13:07,55,50,70,0.7143,Senior Citizen,111,120,Delayed,Late Arrival of Aircraft,,1800,90000
FL03651,10-08-2024,Akasa Air,QP 246,Boeing 737 MAX 8,HYD,Hyderabad,BLR,Bengaluru,21:31,22:02,22:42,23:35,71,137,189,0.7249,Leisure,31,53,Delayed,Air Traffic,,2600,356200
FL04518,10-08-2024,IndiGo,6E 673,Airbus A320neo,HYD,Hyderabad,PNQ,Pune,10:20,10:27,11:26,11:37,66,139,180,0.7722,Family,7,11,On Time,,,2310,321090
FL00658,11-08-2024,Akasa Air,QP 271,Boeing 737 MAX 8,GOI,Goa,COK,Kochi,07:49,07:58,09:16,09:22,87,148,189,0.7831,Family,9,6,On Time,,,3220,476560
FL00700,11-08-2024,Akasa Air,QP 299,Boeing 737 MAX 8,DEL,Delhi,AMD,Ahmedabad,13:05,16:05,14:44,17:46,99,154,189,0.8148,Business,180,182,Delayed,Weather,,3770,580580
FL02295,11-08-2024,Air India Express,IX 747,Boeing 737-800,PNQ,Pune,HYD,Hyderabad,07:13,08:45,08:24,09:58,71,147,180,0.8167,Leisure,92,94,Delayed,Late Arrival of Aircraft,,2810,413070
FL02732,11-08-2024,IndiGo,6E 809,Airbus A321neo,MAA,Chennai,HYD,Hyderabad,21:21,21:27,22:18,22:27,57,218,220,0.9909,Family,6,9,On Time,,,3120,680160
FL03415,11-08-2024,IndiGo,6E 625,Airbus A320neo,BOM,Mumbai,DEL,Delhi,20:30,23:27,22:36,01:31,126,155,180,0.8611,Leisure,177,175,Delayed,Air Traffic,,6280,973400
FL03697,11-08-2024,IndiGo,6E 878,Airbus A321neo,BOM,Mumbai,PNQ,Pune,18:41,18:46,19:26,19:33,45,188,220,0.8545,Leisure,5,7,On Time,,,1800,338400
FL04832,11-08-2024,Air India,AI 451,Airbus A321,BLR,Bengaluru,MAA,Chennai,17:55,19:48,18:47,20:34,52,153,190,0.8053,Leisure,113,107,Delayed,Weather,,1800,275400
FL00221,12-08-2024,Akasa Air,QP 145,Boeing 737 MAX 8,BOM,Mumbai,BLR,Bengaluru,20:57,22:03,22:39,23:34,102,172,189,0.9101,Family,66,55,Delayed,Weather,,4240,729280
FL01922,12-08-2024,Air India Express,IX 635,Boeing 737-8,GOI,Goa,MAA,Chennai,13:27,13:28,15:06,15:09,99,139,189,0.7354,Leisure,1,3,On Time,,,3270,454530
FL03244,12-08-2024,IndiGo,6E 468,Airbus A320neo,HYD,Hyderabad,PNQ,Pune,16:26,16:32,17:30,17:34,64,116,180,0.6444,Family,6,4,On Time,,,2120,245920
FL04516,12-08-2024,Air India,AI 325,Boeing 787-8,NAG,Nagpur,BLR,Bengaluru,16:47,18:57,18:36,20:29,109,167,256,0.6523,Business,130,113,Delayed,Air Traffic,,4640,774880
FL00095,13-08-2024,Akasa Air,QP 119,Boeing 737 MAX 8,CJB,Coimbatore,GOI,Goa,18:22,18:31,19:43,19:54,81,118,189,0.6243,Leisure,9,11,On Time,,,2290,270220
FL00401,13-08-2024,SpiceJet,SG 217,Boeing 737-800,PNQ,Pune,JAI,Jaipur,09:13,09:20,10:55,11:04,102,140,189,0.7407,Student,7,9,On Time,,,4240,593600
FL00464,13-08-2024,Air India Express,IX 246,Boeing 737-800,AMD,Ahmedabad,GOI,Goa,10:11,10:18,12:01,12:06,110,104,180,0.5778,Business,7,5,On Time,,,3220,334880
FL00738,13-08-2024,IndiGo,6E 699,Airbus A320neo,PNQ,Pune,COK,Kochi,05:49,05:58,07:45,07:57,116,147,180,0.8167,Student,9,12,On Time,,,5490,807030
FL01388,13-08-2024,Air India Express,IX 478,Boeing 737-800,BOM,Mumbai,MAA,Chennai,20:54,20:59,22:44,22:45,110,134,180,0.7444,Family,5,1,On Time,,,3990,534660
FL01715,13-08-2024,Akasa Air,QP 566,Boeing 737 MAX 8,PNQ,Pune,BOM,Mumbai,10:49,12:59,11:34,13:48,45,133,189,0.7037,Business,130,134,Delayed,Technical Issue,,1800,239400
FL02079,13-08-2024,IndiGo,6E 223,Airbus A320neo,BOM,Mumbai,HYD,Hyderabad,10:55,12:55,12:12,14:04,77,128,180,0.7111,Student,120,112,Delayed,Crew,,2670,341760
FL03111,13-08-2024,IndiGo,6E 353,Airbus A321neo,HYD,Hyderabad,DEL,Delhi,19:58,20:04,22:19,22:24,141,134,220,0.6091,Business,6,5,On Time,,,5890,789260
FL03468,13-08-2024,Air India Express,IX 262,Boeing 737-8,CCU,Kolkata,DEL,Delhi,20:30,20:34,22:56,23:00,146,171,189,0.9048,Family,4,4,On Time,,,6250,1068750
FL04440,13-08-2024,Air India Express,IX 529,Boeing 737-800,BOM,Mumbai,LKO,Lucknow,05:06,07:52,07:18,09:45,132,150,180,0.8333,Business,166,147,Delayed,Weather,,5710,856500
FL04846,13-08-2024,IndiGo,6E 936,ATR 72,CCU,Kolkata,NAG,Nagpur,08:54,,10:45,,111,0,70,0,Family,0,0,Cancelled,,Weather,4050,0
FL01026,14-08-2024,Air India Express,IX 389,Boeing 737-800,LKO,Lucknow,BLR,Bengaluru,15:30,15:35,18:22,18:36,172,129,180,0.7167,Leisure,5,14,On Time,,,7580,977820
FL01553,14-08-2024,Air India,AI 729,Airbus A320,JAI,Jaipur,HYD,Hyderabad,06:49,09:03,08:58,11:19,129,126,174,0.7241,Leisure,134,141,Delayed,Late Arrival of Aircraft,,5420,682920
FL01871,14-08-2024,IndiGo,6E 852,Airbus A321neo,PNQ,Pune,JAI,Jaipur,14:56,15:27,16:53,17:31,117,149,220,0.6773,Business,31,38,Delayed,Weather,,4460,664540
FL03141,14-08-2024,Air India Express,IX 987,Boeing 737-8,BLR,Bengaluru,GAU,Guwahati,10:08,10:13,13:33,13:42,205,174,189,0.9206,Business,5,9,On Time,,,10310,1793940
FL04387,14-08-2024,Air India,AI 289,Boeing 787-8,LKO,Lucknow,AMD,Ahmedabad,08:28,08:37,10:13,10:17,105,216,256,0.8438,Business,9,4,On Time,,,5000,1080000
FL00068,15-08-2024,SpiceJet,SG 124,Boeing 737-800,HYD,Hyderabad,PNQ,Pune,06:06,06:12,07:28,07:33,82,102,189,0.5397,Student,6,5,On Time,,,2050,209100
FL00919,15-08-2024,Akasa Air,QP 354,Boeing 737 MAX 8,LKO,Lucknow,BOM,Mumbai,22:13,22:17,00:17,00:17,124,147,189,0.7778,Leisure,4,0,On Time,,,4930,724710
FL01354,15-08-2024,IndiGo,6E 418,ATR 72,MAA,Chennai,BLR,Bengaluru,11:48,11:48,12:42,12:42,54,53,70,0.7571,Leisure,0,0,On Time,,,1800,95400
FL03540,15-08-2024,SpiceJet,SG 898,Bombardier Q400,BLR,Bengaluru,PNQ,Pune,21:24,23:22,22:50,00:47,86,45,78,0.5769,Leisure,118,117,Delayed,Technical Issue,,2680,120600
FL04571,15-08-2024,SpiceJet,SG 384,Boeing 737-800,BOM,Mumbai,MAA,Chennai,08:50,08:52,10:53,10:53,123,134,189,0.709,Leisure,2,0,On Time,,,4660,624440
FL04612,15-08-2024,IndiGo,6E 754,ATR 72,AMD,Ahmedabad,DEL,Delhi,10:00,11:56,11:41,13:37,101,41,70,0.5857,Family,116,116,Delayed,Late Arrival of Aircraft,,3350,137350
FL00476,16-08-2024,IndiGo,6E 525,ATR 72,BOM,Mumbai,MAA,Chennai,14:13,14:18,16:13,16:22,120,56,70,0.8,Student,5,9,On Time,,,4650,260400
FL01671,16-08-2024,Air India,AI 786,Airbus A321,HYD,Hyderabad,AMD,Ahmedabad,13:37,,15:26,,109,0,190,0,Business,0,0,Cancelled,,Weather,4700,0
FL02373,16-08-2024,IndiGo,6E 478,Airbus A321neo,CCU,Kolkata,PNQ,Pune,05:09,05:13,07:58,08:01,169,183,220,0.8318,Leisure,4,3,On Time,,,7260,1328580
FL03916,16-08-2024,Air India Express,IX 386,Boeing 737-8,BLR,Bengaluru,AMD,Ahmedabad,22:00,00:28,00:13,02:23,133,130,189,0.6878,Business,148,130,Delayed,Late Arrival of Aircraft,,6390,830700
FL04104,16-08-2024,SpiceJet,SG 241,Boeing 737-800,AMD,Ahmedabad,HYD,Hyderabad,20:04,20:08,21:53,21:56,109,135,189,0.7143,Family,4,3,On Time,,,4800,648000
FL04421,16-08-2024,SpiceJet,SG 335,Bombardier Q400,DEL,Delhi,AMD,Ahmedabad,17:25,17:26,19:01,19:03,96,71,78,0.9103,Business,1,2,On Time,,,4320,306720
FL00113,17-08-2024,IndiGo,6E 201,Airbus A321neo,AMD,Ahmedabad,NAG,Nagpur,20:59,22:14,22:27,00:07,88,141,220,0.6409,Family,75,100,Delayed,Weather,,3670,517470
FL03570,17-08-2024,Akasa Air,QP 226,Boeing 737 MAX 8,GOI,Goa,MAA,Chennai,10:22,10:42,12:06,12:29,104,123,189,0.6508,Business,20,23,Delayed,Late Arrival of Aircraft,,3610,444030
FL03573,17-08-2024,SpiceJet,SG 910,Bombardier Q400,GOI,Goa,COK,Kochi,06:13,06:18,07:30,07:41,77,67,78,0.859,Student,5,11,On Time,,,2730,182910
FL04672,17-08-2024,IndiGo,6E 799,Airbus A320neo,CJB,Coimbatore,BOM,Mumbai,19:04,19:09,21:09,21:13,125,132,180,0.7333,Business,5,4,On Time,,,5650,745800
FL00593,18-08-2024,Air India,AI 326,Airbus A321,COK,Kochi,MAA,Chennai,17:37,17:43,18:59,19:04,82,136,190,0.7158,Family,6,5,On Time,,,2770,376720
FL01531,18-08-2024,Air India,AI 721,Airbus A320,BLR,Bengaluru,GOI,Goa,16:56,17:01,18:09,18:10,73,123,174,0.7069,Business,5,1,On Time,,,2320,285360
FL01792,18-08-2024,Air India Express,IX 598,Boeing 737-800,HYD,Hyderabad,BLR,Bengaluru,13:01,13:03,14:14,14:19,73,165,180,0.9167,Business,2,5,On Time,,,2340,386100
FL02145,18-08-2024,IndiGo,6E 278,ATR 72,JAI,Jaipur,AMD,Ahmedabad,11:23,11:25,12:40,12:46,77,62,70,0.8857,Family,2,6,On Time,,,2720,168640
FL02294,18-08-2024,Air India Express,IX 746,Boeing 737-8,BOM,Mumbai,PNQ,Pune,08:28,08:57,09:17,09:40,49,176,189,0.9312,Family,29,23,Delayed,Weather,,1800,316800
FL04431,18-08-2024,IndiGo,6E 615,Airbus A320neo,MAA,Chennai,NAG,Nagpur,15:27,15:29,17:15,17:16,108,101,180,0.5611,Family,2,1,On Time,,,4110,415110
FL04985,18-08-2024,Akasa Air,QP 602,Boeing 737 MAX 8,COK,Kochi,GOI,Goa,09:50,09:51,11:11,11:15,81,133,189,0.7037,Family,1,4,On Time,,,3320,441560
FL02993,19-08-2024,IndiGo,6E 247,ATR 72,BOM,Mumbai,DEL,Delhi,20:39,22:32,22:46,00:27,127,46,70,0.6571,Leisure,113,101,Delayed,Crew,,4980,229080
FL03258,19-08-2024,Air India Express,IX 215,Boeing 737-8,BLR,Bengaluru,COK,Kochi,21:49,21:53,22:53,23:02,64,111,189,0.5873,Leisure,4,9,On Time,,,1800,199800
FL03653,19-08-2024,IndiGo,6E 835,Airbus A321neo,CJB,Coimbatore,MAA,Chennai,07:26,07:35,08:26,08:32,60,137,220,0.6227,Business,9,6,On Time,,,1800,246600
FL03749,19-08-2024,IndiGo,6E 906,ATR 72,GOI,Goa,BLR,Bengaluru,05:33,05:39,06:47,06:55,74,59,70,0.8429,Family,6,8,On Time,,,2340,138060
FL04084,19-08-2024,IndiGo,6E 333,Airbus A321neo,BLR,Bengaluru,BOM,Mumbai,06:48,06:55,08:38,08:44,110,130,220,0.5909,Leisure,7,6,On Time,,,4130,536900
FL04781,19-08-2024,Air India,AI 423,Airbus A321,BOM,Mumbai,GAU,Guwahati,07:58,08:07,11:28,11:34,210,143,190,0.7526,Leisure,9,6,On Time,,,11280,1613040
FL00200,20-08-2024,Akasa Air,QP 141,Boeing 737 MAX 8,CCU,Kolkata,GOI,Goa,18:17,18:49,21:20,21:52,183,133,189,0.7037,Leisure,32,32,Delayed,Ground Operations,,8070,1073310
FL00263,20-08-2024,IndiGo,6E 348,Airbus A321neo,BOM,Mumbai,AMD,Ahmedabad,21:56,22:05,23:03,23:05,67,140,220,0.6364,Leisure,9,2,On Time,,,2100,294000
FL01404,20-08-2024,IndiGo,6E 453,Airbus A321neo,CCU,Kolkata,HYD,Hyderabad,21:31,21:33,23:38,23:38,127,146,220,0.6636,Business,2,0,On Time,,,4870,711020
FL03469,20-08-2024,IndiGo,6E 677,Airbus A320neo,CCU,Kolkata,HYD,Hyderabad,22:28,23:30,00:40,01:35,132,153,180,0.85,Family,62,55,Delayed,Technical Issue,,6680,1022040
FL04649,20-08-2024,SpiceJet,SG 406,Boeing 737-800,BLR,Bengaluru,BOM,Mumbai,05:01,05:07,06:48,06:52,107,110,189,0.582,Business,6,4,On Time,,,3200,352000
FL04983,20-08-2024,SpiceJet,SG 470,Bombardier Q400,CJB,Coimbatore,COK,Kochi,05:54,05:59,06:39,06:40,45,45,78,0.5769,Family,5,1,On Time,,,1800,81000
FL00530,21-08-2024,Air India,AI 293,Airbus A321,GOI,Goa,AMD,Ahmedabad,10:18,13:11,11:56,14:52,98,117,190,0.6158,Family,173,176,Delayed,Weather,,4020,470340
FL03320,21-08-2024,IndiGo,6E 534,ATR 72,MAA,Chennai,BLR,Bengaluru,16:33,17:23,17:29,18:07,56,51,70,0.7286,Leisure,50,38,Delayed,Air Traffic,,1800,91800
FL03897,21-08-2024,IndiGo,6E 206,Airbus A320neo,BLR,Bengaluru,CCU,Kolkata,09:05,09:05,11:53,11:59,168,109,180,0.6056,Family,0,6,On Time,,,6020,656180
FL00044,22-08-2024,Air India Express,IX 120,Boeing 737-8,HYD,Hyderabad,CJB,Coimbatore,05:03,05:55,06:30,06:56,87,158,189,0.836,Leisure,52,26,Delayed,Air Traffic,,3530,557740
FL00731,22-08-2024,Air India,AI 394,Airbus A321,BLR,Bengaluru,GOI,Goa,21:47,21:48,23:04,23:04,77,96,190,0.5053,Leisure,1,0,On Time,,,1960,188160
FL01971,22-08-2024,Akasa Air,QP 645,Boeing 737 MAX 8,GOI,Goa,BLR,Bengaluru,06:58,07:04,08:05,08:12,67,110,189,0.582,Student,6,7,On Time,,,2130,234300
FL03160,22-08-2024,IndiGo,6E 397,ATR 72,HYD,Hyderabad,CCU,Kolkata,18:50,18:55,21:05,21:07,135,56,70,0.8,Leisure,5,2,On Time,,,4260,238560
FL03803,22-08-2024,IndiGo,6E 952,Airbus A321neo,BOM,Mumbai,MAA,Chennai,08:52,09:00,10:43,10:55,111,181,220,0.8227,Family,8,12,On Time,,,5310,961110
FL00374,23-08-2024,IndiGo,6E 432,Airbus A321neo,COK,Kochi,PNQ,Pune,09:23,09:25,11:16,11:24,113,152,220,0.6909,Student,2,8,On Time,,,4650,706800
FL00507,23-08-2024,Air India,AI 282,Airbus A320,BOM,Mumbai,GOI,Goa,06:39,06:41,07:36,07:44,57,90,174,0.5172,Leisure,2,8,On Time,,,2280,205200
FL00517,23-08-2024,IndiGo,6E 556,Airbus A321neo,BOM,Mumbai,LKO,Lucknow,14:00,14:47,16:05,16:44,125,184,220,0.8364,Business,47,39,Delayed,Late Arrival of Aircraft,,5750,1058000
FL01549,23-08-2024,IndiGo,6E 589,Airbus A320neo,AMD,Ahmedabad,MAA,Chennai,06:57,07:02,09:13,09:13,136,149,180,0.8278,Business,5,0,On Time,,,8400,1251600
FL01582,23-08-2024,Akasa Air,QP 528,Boeing 737 MAX 8,COK,Kochi,AMD,Ahmedabad,13:09,13:56,15:47,16:21,158,126,189,0.6667,Leisure,47,34,Delayed,Late Arrival of Aircraft,,7190,905940
FL03025,23-08-2024,IndiGo,6E 270,Airbus A321neo,BLR,Bengaluru,COK,Kochi,17:46,17:46,18:50,18:50,64,177,220,0.8045,Business,0,0,On Time,,,1800,318600
FL04037,23-08-2024,SpiceJet,SG 228,Boeing 737-800,GAU,Guwahati,BOM,Mumbai,09:47,09:54,13:10,13:10,203,144,189,0.7619,Senior Citizen,7,0,On Time,,,10360,1491840
FL04358,23-08-2024,SpiceJet,SG 308,Boeing 737-800,PNQ,Pune,HYD,Hyderabad,22:15,22:18,23:21,23:22,66,122,189,0.6455,Family,3,1,On Time,,,2260,275720
FL01217,24-08-2024,SpiceJet,SG 424,Boeing 737-800,CCU,Kolkata,COK,Kochi,16:08,16:16,19:25,19:28,197,116,189,0.6138,Leisure,8,3,On Time,,,8510,987160
FL02137,24-08-2024,Air India,AI 978,Boeing 787-8,BOM,Mumbai,COK,Kochi,08:58,09:01,10:59,11:08,121,206,256,0.8047,Leisure,3,9,On Time,,,5370,1106220
FL02220,24-08-2024,Air India Express,IX 716,Boeing 737-800,BLR,Bengaluru,DEL,Delhi,18:28,18:37,21:24,21:29,176,137,180,0.7611,Student,9,5,On Time,,,7470,1023390
FL02764,24-08-2024,Air India Express,IX 882,Boeing 737-800,BLR,Bengaluru,LKO,Lucknow,21:15,,23:58,,163,0,180,0,Family,0,0,Cancelled,,Operational Issue,6770,0
FL03365,24-08-2024,IndiGo,6E 579,Airbus A320neo,CCU,Kolkata,CJB,Coimbatore,14:41,16:06,17:42,19:01,181,114,180,0.6333,Senior Citizen,85,79,Delayed,Late Arrival of Aircraft,,8270,942780
FL03961,24-08-2024,SpiceJet,SG 208,Boeing 737-800,BLR,Bengaluru,COK,Kochi,16:58,17:04,17:57,18:04,59,114,189,0.6032,Family,6,7,On Time,,,1800,205200
FL04023,24-08-2024,Air India Express,IX 411,Boeing 737-800,GAU,Guwahati,MAA,Chennai,07:52,07:57,11:01,11:12,189,157,180,0.8722,Student,5,11,On Time,,,8990,1411430
FL04442,24-08-2024,Air India Express,IX 530,Boeing 737-8,NAG,Nagpur,PNQ,Pune,11:05,13:17,12:31,14:42,86,108,189,0.5714,Leisure,132,131,Delayed,Late Arrival of Aircraft,,2480,267840
FL00169,25-08-2024,SpiceJet,SG 158,Bombardier Q400,BOM,Mumbai,MAA,Chennai,13:47,13:54,15:46,15:58,119,58,78,0.7436,Business,7,12,On Time,,,4980,288840
FL00184,25-08-2024,IndiGo,6E 272,ATR 72,PNQ,Pune,GOI,Goa,08:39,08:43,09:42,09:44,63,52,70,0.7429,Student,4,2,On Time,,,1800,93600
FL00484,25-08-2024,Air India Express,IX 247,Boeing 737-8,HYD,Hyderabad,AMD,Ahmedabad,20:07,20:12,21:52,21:59,105,161,189,0.8519,Senior Citizen,5,7,On Time,,,4150,668150
FL00494,25-08-2024,Air India,AI 278,Boeing 787-8,HYD,Hyderabad,BLR,Bengaluru,08:14,08:14,09:27,09:31,73,248,256,0.9688,Business,0,4,On Time,,,3070,761360
FL00802,25-08-2024,IndiGo,6E 750,Airbus A320neo,COK,Kochi,GOI,Goa,08:04,08:13,09:16,09:23,72,158,180,0.8778,Leisure,9,7,On Time,,,3290,519820
FL01895,25-08-2024,IndiGo,6E 869,Airbus A320neo,BOM,Mumbai,AMD,Ahmedabad,17:37,19:33,18:49,20:52,72,123,180,0.6833,Family,116,123,Delayed,Crew,,2130,261990
FL03086,25-08-2024,Air India Express,IX 972,Boeing 737-800,GOI,Goa,LKO,Lucknow,06:23,07:55,09:11,10:32,168,138,180,0.7667,Business,92,81,Delayed,Crew,,7520,1037760
FL04532,25-08-2024,IndiGo,6E 690,ATR 72,PNQ,Pune,BLR,Bengaluru,09:15,09:16,10:40,10:50,85,58,70,0.8286,Family,1,10,On Time,,,4080,236640
FL04731,25-08-2024,Air India Express,IX 633,Boeing 737-8,HYD,Hyderabad,DEL,Delhi,09:20,09:28,11:41,11:50,141,146,189,0.7725,Leisure,8,9,On Time,,,5020,732920
FL04795,25-08-2024,IndiGo,6E 890,ATR 72,BLR,Bengaluru,DEL,Delhi,16:32,19:08,19:28,22:13,176,51,70,0.7286,Leisure,156,165,Delayed,Late Arrival of Aircraft,,9390,478890
FL04973,25-08-2024,Air India,AI 519,Airbus A321,CJB,Coimbatore,CCU,Kolkata,22:27,22:29,01:24,01:24,177,121,190,0.6368,Business,2,0,On Time,,,10510,1271710
FL00277,26-08-2024,Air India Express,IX 195,Boeing 737-800,COK,Kochi,HYD,Hyderabad,05:57,06:05,07:47,07:51,110,109,180,0.6056,Leisure,8,4,On Time,,,3470,378230
FL00793,26-08-2024,Air India,AI 421,Boeing 787-8,BOM,Mumbai,CCU,Kolkata,20:04,21:15,22:56,23:55,172,156,256,0.6094,Business,71,59,Delayed,Late Arrival of Aircraft,,7780,1213680
FL02863,26-08-2024,IndiGo,6E 926,Airbus A320neo,BOM,Mumbai,MAA,Chennai,17:56,17:57,19:51,19:57,115,120,180,0.6667,Family,1,6,On Time,,,4990,598800
FL03361,26-08-2024,IndiGo,6E 572,Airbus A320neo,BOM,Mumbai,JAI,Jaipur,05:27,06:39,07:18,07:49,111,105,180,0.5833,Leisure,72,31,Delayed,Late Arrival of Aircraft,,3640,382200
FL03655,26-08-2024,IndiGo,6E 839,Airbus A321neo,HYD,Hyderabad,CCU,Kolkata,10:00,10:05,12:12,12:20,132,154,220,0.7,Leisure,5,8,On Time,,,5810,894740
